Gene,Non-unique Gene name,Annotation,GCA_053309155.1,GCA_053309175.1,GCA_053309195.1,GCA_053309215.1,GCA_054952405.1,GCA_054952445.1,GCA_054952645.1,GCA_055485485.1,GCA_055485515.1,GCA_055721525.1,GCA_055721545.1,GCA_055721565.1,GCA_055721585.1,GCA_055721605.1,GCA_055721625.1,GCA_055721645.1,GCA_055721665.1,GCA_055721685.1,GCA_055721705.1,GCA_060056565.1,GCA_060056645.1
group_4627,,hypothetical protein,PGEOLOLO_02604,MKEIHBDH_00430,AEDCGGIJ_02780,FPEEIIMM_02805;FPEEIIMM_02806,DEGACDFD_02703,MHALECEH_04300,OGHMHICF_04071,JLBILKMH_02262,MCHNEBJF_02262,HOLFJHIJ_04894,ALMEEEHM_02627,BFKKNDMN_02885,BOEGCKIF_04691,AONLONOO_01067,KAONMONA_04322,JBBCKIFO_00290,PCAPKKMB_02844,PJHHOHPP_04816,EGDJDACD_03169,DOCONFGL_03575,PNJFOIHC_02919
ubiA_1~~~ubiA_2~~~ubiA,ubiA_1;ubiA_2;ubiA,4-hydroxybenzoate octaprenyltransferase,PGEOLOLO_00165,MKEIHBDH_03018,AEDCGGIJ_00165,FPEEIIMM_00262,DEGACDFD_00165,MHALECEH_02102,OGHMHICF_01517,JLBILKMH_04974,MCHNEBJF_04979,HOLFJHIJ_02265,ALMEEEHM_04549,BFKKNDMN_00306,BOEGCKIF_02243,AONLONOO_03515,KAONMONA_01727,JBBCKIFO_02792;JBBCKIFO_02791,PCAPKKMB_00271,PJHHOHPP_02194,EGDJDACD_00668,DOCONFGL_00958,PNJFOIHC_00317
pptA,pptA,Tautomerase PptA,PGEOLOLO_02484,MKEIHBDH_00548,AEDCGGIJ_02649,FPEEIIMM_02682,DEGACDFD_02581,MHALECEH_04420,OGHMHICF_03951,JLBILKMH_02382,MCHNEBJF_02382,HOLFJHIJ_04773,ALMEEEHM_02506,BFKKNDMN_03006,BOEGCKIF_04571,AONLONOO_01187,KAONMONA_04204,JBBCKIFO_00411,PCAPKKMB_02727,PJHHOHPP_04685,EGDJDACD_03293,DOCONFGL_03695,PNJFOIHC_02799
cynR_4~~~cynR_1,cynR_4;cynR_1,HTH-type transcriptional regulator CynR,PGEOLOLO_02271,MKEIHBDH_00757,AEDCGGIJ_02452,FPEEIIMM_02485,DEGACDFD_02380,MHALECEH_04642,OGHMHICF_03735,JLBILKMH_02597,MCHNEBJF_02599,HOLFJHIJ_04563,ALMEEEHM_02291,BFKKNDMN_03221,BOEGCKIF_04358,AONLONOO_01401,KAONMONA_03996,JBBCKIFO_00633,PCAPKKMB_02527,PJHHOHPP_04488,EGDJDACD_03522,DOCONFGL_03915,PNJFOIHC_02581
group_4625,,HTH-type transcriptional regulator;hypothetical protein,PGEOLOLO_02435,MKEIHBDH_00599,AEDCGGIJ_02600,FPEEIIMM_02638,DEGACDFD_02536;DEGACDFD_02537,MHALECEH_04471,OGHMHICF_03903,JLBILKMH_02432,MCHNEBJF_02432,HOLFJHIJ_04723,ALMEEEHM_02457,BFKKNDMN_03055,BOEGCKIF_04522,AONLONOO_01237,KAONMONA_04154,JBBCKIFO_00462,PCAPKKMB_02677,PJHHOHPP_04636,EGDJDACD_03342,DOCONFGL_03747,PNJFOIHC_02748
fabF_2~~~fabF_1,fabF_2;fabF_1;,3-oxoacyl-[acyl-carrier-protein] synthase 2;hypothetical protein,PGEOLOLO_02365,MKEIHBDH_00670,AEDCGGIJ_02526,FPEEIIMM_02572,DEGACDFD_02464,MHALECEH_04542;MHALECEH_04543,OGHMHICF_03828;OGHMHICF_03829,JLBILKMH_02507,MCHNEBJF_02507,HOLFJHIJ_04659,ALMEEEHM_02387,BFKKNDMN_03127,BOEGCKIF_04453,AONLONOO_01307,KAONMONA_04083,JBBCKIFO_00531,PCAPKKMB_02607,PJHHOHPP_04562,EGDJDACD_03407;EGDJDACD_03406,DOCONFGL_03822,PNJFOIHC_02674
paaC,paaC,12-phenylacetyl-CoA epoxidase subunit C,PGEOLOLO_02039,MKEIHBDH_00988,AEDCGGIJ_02222,FPEEIIMM_02258,DEGACDFD_02150,MHALECEH_04097,OGHMHICF_03501,JLBILKMH_02831,MCHNEBJF_02833,HOLFJHIJ_04336,ALMEEEHM_02061,BFKKNDMN_03453,BOEGCKIF_04125,AONLONOO_01634,KAONMONA_03760,JBBCKIFO_00867,PCAPKKMB_02295,PJHHOHPP_04257,EGDJDACD_03757,DOCONFGL_04148,PNJFOIHC_02344
rluF,rluF,Dual-specificity RNA pseudouridine synthase RluF,PGEOLOLO_00146,MKEIHBDH_03037,AEDCGGIJ_00146,FPEEIIMM_00243,DEGACDFD_00146,MHALECEH_02083,OGHMHICF_01498,JLBILKMH_04994,MCHNEBJF_04999,HOLFJHIJ_02246,ALMEEEHM_04569,BFKKNDMN_00325,BOEGCKIF_02224,AONLONOO_03534,KAONMONA_01708,JBBCKIFO_02812,PCAPKKMB_00252,PJHHOHPP_02175,EGDJDACD_00688,DOCONFGL_00978,PNJFOIHC_00297
yajO_5,yajO_5,1-deoxyxylulose-5-phosphate synthase YajO,PGEOLOLO_04063,MKEIHBDH_04139,AEDCGGIJ_04341,FPEEIIMM_04154,DEGACDFD_04134,MHALECEH_00968,OGHMHICF_00399,JLBILKMH_00886,MCHNEBJF_00886,HOLFJHIJ_01156,ALMEEEHM_00539,BFKKNDMN_01421,BOEGCKIF_01123,AONLONOO_04636,KAONMONA_00590,JBBCKIFO_03937,PCAPKKMB_04228,PJHHOHPP_01118,EGDJDACD_01795,DOCONFGL_02152,PNJFOIHC_04335
iprA_3~~~iprA_2~~~iprA_1,iprA_3;iprA_2;iprA_1,Inhibitor of hydrogen peroxide resistance,PGEOLOLO_04776,MKEIHBDH_03415,AEDCGGIJ_05026,FPEEIIMM_04866,DEGACDFD_04839,MHALECEH_01714,OGHMHICF_01116,JLBILKMH_00088,MCHNEBJF_00088,HOLFJHIJ_01875,ALMEEEHM_04956,BFKKNDMN_00706,BOEGCKIF_01844,AONLONOO_03916,KAONMONA_01323,JBBCKIFO_03187,PCAPKKMB_04973,PJHHOHPP_01800,EGDJDACD_01069,DOCONFGL_01360,PNJFOIHC_05173
eutA,eutA,Ethanolamine ammonia-lyase reactivase EutA,PGEOLOLO_03467,MKEIHBDH_04667,AEDCGGIJ_03702,FPEEIIMM_03636,DEGACDFD_03612,MHALECEH_00387,OGHMHICF_04888,JLBILKMH_01456,MCHNEBJF_01456,HOLFJHIJ_00652,ALMEEEHM_01078,BFKKNDMN_02019,BOEGCKIF_00520,AONLONOO_00215,KAONMONA_00058,JBBCKIFO_04458,PCAPKKMB_03725,PJHHOHPP_00477,EGDJDACD_02329,DOCONFGL_02784,PNJFOIHC_03737
group_4619,,hypothetical protein,PGEOLOLO_02230,MKEIHBDH_00798;MKEIHBDH_00797,AEDCGGIJ_02413,FPEEIIMM_02445,DEGACDFD_02340,MHALECEH_04682,OGHMHICF_03694,JLBILKMH_02637,MCHNEBJF_02639,HOLFJHIJ_04523,ALMEEEHM_02250,BFKKNDMN_03262,BOEGCKIF_04317,AONLONOO_01442,KAONMONA_03956;KAONMONA_03955,JBBCKIFO_00673,PCAPKKMB_02487,PJHHOHPP_04449,EGDJDACD_03562,DOCONFGL_03955,PNJFOIHC_02541
ydiM_2~~~ydiM_1~~~ydiM,ydiM_2;ydiM_1;ydiM,Inner membrane transport protein YdiM,PGEOLOLO_00646,MKEIHBDH_02491,AEDCGGIJ_00728,FPEEIIMM_00796,DEGACDFD_00694,MHALECEH_02594,OGHMHICF_02047;OGHMHICF_02046,JLBILKMH_04473,MCHNEBJF_04478,HOLFJHIJ_02753,ALMEEEHM_04057,BFKKNDMN_04841,BOEGCKIF_02725,AONLONOO_03025,KAONMONA_02255,JBBCKIFO_02297,PCAPKKMB_00821,PJHHOHPP_02759,EGDJDACD_00147,DOCONFGL_00460,PNJFOIHC_00818
group_4617,,hypothetical protein,PGEOLOLO_02785;PGEOLOLO_02784,MKEIHBDH_00271,AEDCGGIJ_02945,FPEEIIMM_02959,DEGACDFD_02868,MHALECEH_04913,OGHMHICF_04257,JLBILKMH_02100,MCHNEBJF_02100,HOLFJHIJ_05055,ALMEEEHM_01909;ALMEEEHM_01910,BFKKNDMN_02705;BFKKNDMN_02704,BOEGCKIF_04873;BOEGCKIF_04874,AONLONOO_00945;AONLONOO_00944,KAONMONA_04482,JBBCKIFO_00104,PCAPKKMB_03008,PJHHOHPP_04982,EGDJDACD_03002,DOCONFGL_03414,PNJFOIHC_03082
dctA_2~~~dctA_1,dctA_2;dctA_1,C4-dicarboxylate transport protein,PGEOLOLO_03208,MKEIHBDH_05008,AEDCGGIJ_03412,FPEEIIMM_03374,DEGACDFD_03352,MHALECEH_00121,OGHMHICF_04628,JLBILKMH_01720,MCHNEBJF_01720,HOLFJHIJ_00338,ALMEEEHM_01391,BFKKNDMN_02280,BOEGCKIF_00256,AONLONOO_00478,KAONMONA_04834,JBBCKIFO_04729,PCAPKKMB_03412,PJHHOHPP_00186,EGDJDACD_02592,DOCONFGL_03046,PNJFOIHC_03477
gltA_2~~~gltA_1,gltA_2;gltA_1,Citrate synthase,PGEOLOLO_01063,MKEIHBDH_01984,AEDCGGIJ_01229,FPEEIIMM_01285,DEGACDFD_01142,MHALECEH_03115,OGHMHICF_02473,JLBILKMH_04042,MCHNEBJF_04045,HOLFJHIJ_03254,ALMEEEHM_03635,BFKKNDMN_04424,BOEGCKIF_03145;BOEGCKIF_03144,AONLONOO_02606,KAONMONA_02759,JBBCKIFO_01851,PCAPKKMB_01254,PJHHOHPP_03260,EGDJDACD_04751,DOCONFGL_00033,PNJFOIHC_01247
crgA_5~~~crgA_4~~~crgA_1,crgA_5;crgA_4;crgA_1,HTH-type transcriptional regulator CrgA,PGEOLOLO_02623,MKEIHBDH_00411,AEDCGGIJ_02799,FPEEIIMM_02825,DEGACDFD_02722,MHALECEH_04281,OGHMHICF_04090,JLBILKMH_02243,MCHNEBJF_02243,HOLFJHIJ_04913,ALMEEEHM_02646,BFKKNDMN_02866,BOEGCKIF_04710,AONLONOO_01048,KAONMONA_04341,JBBCKIFO_00270,PCAPKKMB_02863,PJHHOHPP_04835,EGDJDACD_03150,DOCONFGL_03556,PNJFOIHC_02938
group_4613,,hypothetical protein,PGEOLOLO_00255,MKEIHBDH_02928,AEDCGGIJ_00313,FPEEIIMM_00354,DEGACDFD_00253,MHALECEH_02193,OGHMHICF_01607,JLBILKMH_04882,MCHNEBJF_04887,HOLFJHIJ_02357,ALMEEEHM_04459,BFKKNDMN_00216,BOEGCKIF_02334,AONLONOO_03422,KAONMONA_01818,JBBCKIFO_02698,PCAPKKMB_00364,PJHHOHPP_02342,EGDJDACD_00578,DOCONFGL_00866,PNJFOIHC_00409
sglT~~~opuE,sglT;opuE,Sodium/glucose cotransporter;Osmoregulated proline transporter OpuE,PGEOLOLO_00522,MKEIHBDH_02626,AEDCGGIJ_00605,FPEEIIMM_00661,DEGACDFD_00570,MHALECEH_02468,OGHMHICF_01904,JLBILKMH_04612,MCHNEBJF_04617,HOLFJHIJ_02618,ALMEEEHM_04182,BFKKNDMN_04965,BOEGCKIF_02601,AONLONOO_03152,KAONMONA_02120,JBBCKIFO_02426,PCAPKKMB_00685,PJHHOHPP_02636,EGDJDACD_00273,DOCONFGL_00599,PNJFOIHC_00679
group_4572,,hypothetical protein,PGEOLOLO_02523,MKEIHBDH_00508,AEDCGGIJ_02690,FPEEIIMM_02723,DEGACDFD_02622,MHALECEH_04380,OGHMHICF_03991,JLBILKMH_02341,MCHNEBJF_02341,HOLFJHIJ_04813,ALMEEEHM_02545,BFKKNDMN_02966,BOEGCKIF_04610,AONLONOO_01148,KAONMONA_04244,JBBCKIFO_00371,PCAPKKMB_02767,PJHHOHPP_04726,EGDJDACD_03252,DOCONFGL_03654,PNJFOIHC_02840
nlhH,nlhH,Carboxylesterase NlhH,PGEOLOLO_04941,MKEIHBDH_03260,AEDCGGIJ_05182,FPEEIIMM_00023,DEGACDFD_04991,MHALECEH_01870,OGHMHICF_01272,JLBILKMH_05222,MCHNEBJF_05227,HOLFJHIJ_02027,ALMEEEHM_04785,BFKKNDMN_00541,BOEGCKIF_02010,AONLONOO_03747,KAONMONA_01480,JBBCKIFO_03030,PCAPKKMB_00024,PJHHOHPP_01955,EGDJDACD_00911,DOCONFGL_01206,PNJFOIHC_00070
mdtD_1~~~hsrA_1,mdtD_1;hsrA_1,Putative multidrug resistance protein MdtD;putative transport protein HsrA,PGEOLOLO_03079,MKEIHBDH_00047,AEDCGGIJ_03168,FPEEIIMM_03175,DEGACDFD_03091,MHALECEH_05829,OGHMHICF_04465,JLBILKMH_01874,MCHNEBJF_01874,HOLFJHIJ_00122,ALMEEEHM_01615,BFKKNDMN_02410,BOEGCKIF_00083,AONLONOO_00650,KAONMONA_04706,JBBCKIFO_04935,PCAPKKMB_03236,PJHHOHPP_05204,EGDJDACD_02760,DOCONFGL_03214,PNJFOIHC_03312
ybiI,ybiI;,putative protein YbiI;hypothetical protein,PGEOLOLO_01414,MKEIHBDH_01615,AEDCGGIJ_01623,FPEEIIMM_01645,DEGACDFD_01504,MHALECEH_03468,OGHMHICF_02834,JLBILKMH_03688,MCHNEBJF_03691,HOLFJHIJ_03621,ALMEEEHM_03286,BFKKNDMN_04076,BOEGCKIF_03498,AONLONOO_02256,KAONMONA_03132,JBBCKIFO_01501,PCAPKKMB_01613,PJHHOHPP_03653,EGDJDACD_04375,DOCONFGL_04875,PNJFOIHC_01619
group_4553,,hypothetical protein,PGEOLOLO_00316,MKEIHBDH_02863,AEDCGGIJ_00379,FPEEIIMM_00414,DEGACDFD_00315,MHALECEH_02254,OGHMHICF_01669,JLBILKMH_04820,MCHNEBJF_04825,HOLFJHIJ_02418,ALMEEEHM_04397,BFKKNDMN_00155,BOEGCKIF_02395,AONLONOO_03361,KAONMONA_01884,JBBCKIFO_02635,PCAPKKMB_00428,PJHHOHPP_02408,EGDJDACD_00513,DOCONFGL_00804,PNJFOIHC_00471
group_4547,,hypothetical protein,PGEOLOLO_04822,MKEIHBDH_03367,AEDCGGIJ_05072,FPEEIIMM_04913,DEGACDFD_04885,MHALECEH_01761,OGHMHICF_01163,JLBILKMH_00041,MCHNEBJF_00041,HOLFJHIJ_01921,ALMEEEHM_04909,BFKKNDMN_00660,BOEGCKIF_01891,AONLONOO_03870,KAONMONA_01372,JBBCKIFO_03139,PCAPKKMB_05021,PJHHOHPP_01845,EGDJDACD_01022,DOCONFGL_01314,PNJFOIHC_05219
glpG_2~~~glpG_1~~~glpG,glpG_2;glpG_1;glpG,Rhomboid protease GlpG,PGEOLOLO_04526,MKEIHBDH_03649,AEDCGGIJ_04795,FPEEIIMM_04613,DEGACDFD_04602,MHALECEH_01478,OGHMHICF_00889;OGHMHICF_00888,JLBILKMH_00328,MCHNEBJF_00328,HOLFJHIJ_01635,ALMEEEHM_00075,BFKKNDMN_00957,BOEGCKIF_01593,AONLONOO_04169,KAONMONA_01087,JBBCKIFO_03426,PCAPKKMB_04732,PJHHOHPP_01568,EGDJDACD_01312,DOCONFGL_01600,PNJFOIHC_04890
chbB,chbB,PTS system NN'-diacetylchitobiose-specific EIIB component,PGEOLOLO_01860,MKEIHBDH_01170,AEDCGGIJ_02049,FPEEIIMM_02098,DEGACDFD_01958,MHALECEH_03912,OGHMHICF_03249,JLBILKMH_03094,MCHNEBJF_03097,HOLFJHIJ_04059,ALMEEEHM_02839,BFKKNDMN_03632,BOEGCKIF_03946,AONLONOO_01812,KAONMONA_03582,JBBCKIFO_01049,PCAPKKMB_02054,PJHHOHPP_04080,EGDJDACD_03933,DOCONFGL_04408,PNJFOIHC_02075
group_4534,,hypothetical protein,PGEOLOLO_02196,MKEIHBDH_00831,AEDCGGIJ_02380,FPEEIIMM_02415,DEGACDFD_02306,MHALECEH_04715,OGHMHICF_03659,JLBILKMH_02672,MCHNEBJF_02674,HOLFJHIJ_04493,ALMEEEHM_02218,BFKKNDMN_03296,BOEGCKIF_04283,AONLONOO_01476,KAONMONA_03919,JBBCKIFO_00705,PCAPKKMB_02456,PJHHOHPP_04416,EGDJDACD_03598,DOCONFGL_03991,PNJFOIHC_02505
thiL_1~~~thiL_2~~~thiL,thiL_1;thiL_2;thiL,Thiamine-monophosphate kinase,PGEOLOLO_00945,MKEIHBDH_02169,AEDCGGIJ_01033,FPEEIIMM_01098,DEGACDFD_00998;DEGACDFD_00999,MHALECEH_02918,OGHMHICF_02351;OGHMHICF_02350,JLBILKMH_04162,MCHNEBJF_04165,HOLFJHIJ_03065,ALMEEEHM_03755,BFKKNDMN_04542,BOEGCKIF_03025,AONLONOO_02726,KAONMONA_02574,JBBCKIFO_01974,PCAPKKMB_01133;PCAPKKMB_01134,PJHHOHPP_03065,EGDJDACD_04872,DOCONFGL_00152,PNJFOIHC_01128
asd_2~~~asd_1,asd_2;asd_1,Aspartate-semialdehyde dehydrogenase,PGEOLOLO_02361,MKEIHBDH_00672,AEDCGGIJ_02522,FPEEIIMM_02568,DEGACDFD_02460,MHALECEH_04547,OGHMHICF_03824,JLBILKMH_02511,MCHNEBJF_02511,HOLFJHIJ_04655,ALMEEEHM_02383,BFKKNDMN_03131,BOEGCKIF_04449,AONLONOO_01311,KAONMONA_04081,JBBCKIFO_00535,PCAPKKMB_02603,PJHHOHPP_04558,EGDJDACD_03410,DOCONFGL_03826,PNJFOIHC_02670
hpcE_2,hpcE_2,Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase,PGEOLOLO_00515,MKEIHBDH_02640,AEDCGGIJ_00598,FPEEIIMM_00647,DEGACDFD_00563,MHALECEH_02460,OGHMHICF_01896,JLBILKMH_04620,MCHNEBJF_04625,HOLFJHIJ_02610,ALMEEEHM_04189,BFKKNDMN_04972,BOEGCKIF_02594,AONLONOO_03159,KAONMONA_02106,JBBCKIFO_02434,PCAPKKMB_00671,PJHHOHPP_02628,EGDJDACD_00280,DOCONFGL_00607,PNJFOIHC_00671
group_4513,;ppsC_2,hypothetical protein;Phenolphthiocerol/phthiocerol polyketide synthase subunit C,PGEOLOLO_01884,MKEIHBDH_01146,AEDCGGIJ_02070,FPEEIIMM_02122,DEGACDFD_01982;DEGACDFD_01983,MHALECEH_03935,OGHMHICF_03273;OGHMHICF_03274,JLBILKMH_03071,MCHNEBJF_03074,HOLFJHIJ_04083,ALMEEEHM_02810,BFKKNDMN_03608,BOEGCKIF_03969,AONLONOO_01789,KAONMONA_03605,JBBCKIFO_01025,PCAPKKMB_02077,PJHHOHPP_04101,EGDJDACD_03908,DOCONFGL_04385,PNJFOIHC_02100
cds1_2~~~cds1_1,cds1_2;cds1_1,L-cysteine desulfhydrase Cds1,PGEOLOLO_00985,MKEIHBDH_02129,AEDCGGIJ_01074;AEDCGGIJ_01073,FPEEIIMM_01138,DEGACDFD_01040,MHALECEH_02958,OGHMHICF_02391,JLBILKMH_04122,MCHNEBJF_04125,HOLFJHIJ_03105,ALMEEEHM_03715,BFKKNDMN_04502,BOEGCKIF_03066,AONLONOO_02685,KAONMONA_02614,JBBCKIFO_01934,PCAPKKMB_01174,PJHHOHPP_03106;PJHHOHPP_03105,EGDJDACD_04832,DOCONFGL_00112,PNJFOIHC_01168
ratA~~~pasT,ratA;pasT,Ribosome association toxin RatA;Persistence and stress-resistance toxin PasT,PGEOLOLO_03709,MKEIHBDH_04508,AEDCGGIJ_03934,FPEEIIMM_03793,DEGACDFD_03769,MHALECEH_00545,OGHMHICF_00031,JLBILKMH_01244,MCHNEBJF_01244,HOLFJHIJ_00805,ALMEEEHM_00897,BFKKNDMN_01776,BOEGCKIF_00766,AONLONOO_04980,KAONMONA_00217,JBBCKIFO_04301,PCAPKKMB_03878,PJHHOHPP_00709,EGDJDACD_02170,DOCONFGL_02571,PNJFOIHC_03949
purF~~~purF_2~~~purF_1,purF;purF_2;purF_1,Amidophosphoribosyltransferase,PGEOLOLO_03385,MKEIHBDH_04831,AEDCGGIJ_03589,FPEEIIMM_03552,DEGACDFD_03529,MHALECEH_00303,OGHMHICF_04804,JLBILKMH_01540,MCHNEBJF_01540,HOLFJHIJ_00516,ALMEEEHM_01212,BFKKNDMN_02103,BOEGCKIF_00436;BOEGCKIF_00437,AONLONOO_00298,KAONMONA_05013,JBBCKIFO_04542,PCAPKKMB_03596,PJHHOHPP_00363,EGDJDACD_02413,DOCONFGL_02867,PNJFOIHC_03654
group_4503,,hypothetical protein,PGEOLOLO_03082,MKEIHBDH_00044,AEDCGGIJ_03170,FPEEIIMM_03178,DEGACDFD_03094,MHALECEH_05832,OGHMHICF_04468,JLBILKMH_01871,MCHNEBJF_01871,HOLFJHIJ_00125,ALMEEEHM_01612,BFKKNDMN_02407,BOEGCKIF_00086,AONLONOO_00647,KAONMONA_04709,JBBCKIFO_04932,PCAPKKMB_03239,PJHHOHPP_05206,EGDJDACD_02757,DOCONFGL_03211,PNJFOIHC_03315
group_4492,,ISNCY family transposase ISRor2;ISNCY family transposase ISPlu15,PGEOLOLO_03340,MKEIHBDH_04877,AEDCGGIJ_03544,FPEEIIMM_03506;FPEEIIMM_03505,DEGACDFD_03484,MHALECEH_00258,OGHMHICF_04759,JLBILKMH_01585,MCHNEBJF_01585,HOLFJHIJ_00470,ALMEEEHM_01257,BFKKNDMN_02149,BOEGCKIF_00391,AONLONOO_00343,KAONMONA_04968,JBBCKIFO_04588,PCAPKKMB_03546,PJHHOHPP_00318,EGDJDACD_02459,DOCONFGL_02912,PNJFOIHC_03609
dmsA_2~~~dmsA_1,dmsA_2;dmsA_1,Dimethyl sulfoxide/trimethylamine N-oxide reductase,PGEOLOLO_01220,MKEIHBDH_01819,AEDCGGIJ_01394,FPEEIIMM_01453,DEGACDFD_01312,MHALECEH_03273,OGHMHICF_02637,JLBILKMH_03873,MCHNEBJF_03876,HOLFJHIJ_03427;HOLFJHIJ_03428,ALMEEEHM_03479,BFKKNDMN_04268,BOEGCKIF_03303;BOEGCKIF_03302,AONLONOO_02448,KAONMONA_02927,JBBCKIFO_01693,PCAPKKMB_01421,PJHHOHPP_03427,EGDJDACD_04582,DOCONFGL_05060,PNJFOIHC_01418
dsbG,dsbG;,Thiol:disulfide interchange protein DsbG;hypothetical protein,PGEOLOLO_01227,MKEIHBDH_01812,AEDCGGIJ_01401,FPEEIIMM_01460,DEGACDFD_01319,MHALECEH_03280,OGHMHICF_02644,JLBILKMH_03866,MCHNEBJF_03869,HOLFJHIJ_03435,ALMEEEHM_03472,BFKKNDMN_04261,BOEGCKIF_03310,AONLONOO_02441,KAONMONA_02934;KAONMONA_02935,JBBCKIFO_01686,PCAPKKMB_01428,PJHHOHPP_03434,EGDJDACD_04575,DOCONFGL_05053,PNJFOIHC_01425
group_4490,,hypothetical protein,PGEOLOLO_02993,MKEIHBDH_00065,AEDCGGIJ_03150,FPEEIIMM_03157,DEGACDFD_03073,MHALECEH_05811,OGHMHICF_04447,JLBILKMH_01892,MCHNEBJF_01892,HOLFJHIJ_00104,ALMEEEHM_01701,BFKKNDMN_02495,BOEGCKIF_05084,AONLONOO_00736,KAONMONA_04688,JBBCKIFO_04953,PCAPKKMB_03218,PJHHOHPP_05186,EGDJDACD_02778,DOCONFGL_03232,PNJFOIHC_03294
group_4489,,hypothetical protein,PGEOLOLO_00595,MKEIHBDH_02553,AEDCGGIJ_00677,FPEEIIMM_00734,DEGACDFD_00643,MHALECEH_02543,OGHMHICF_01984,JLBILKMH_04535,MCHNEBJF_04540,HOLFJHIJ_02691,ALMEEEHM_04109,BFKKNDMN_04892,BOEGCKIF_02674,AONLONOO_03077,KAONMONA_02193,JBBCKIFO_02349,PCAPKKMB_00758,PJHHOHPP_02708,EGDJDACD_00198,DOCONFGL_00522,PNJFOIHC_00756
gcvA_5,gcvA_5,Glycine cleavage system transcriptional activator,PGEOLOLO_03135,MKEIHBDH_05079,AEDCGGIJ_03343,FPEEIIMM_03302,DEGACDFD_03278,MHALECEH_00055,OGHMHICF_04562,JLBILKMH_01785,MCHNEBJF_01784,HOLFJHIJ_00268,ALMEEEHM_01458,BFKKNDMN_02354,BOEGCKIF_00182,AONLONOO_00551,KAONMONA_04762,JBBCKIFO_04796,PCAPKKMB_03339,PJHHOHPP_00117,EGDJDACD_02662,DOCONFGL_03123,PNJFOIHC_03402
speG_1,;speG_1,hypothetical protein;Spermidine N(1)-acetyltransferase,PGEOLOLO_02339,MKEIHBDH_00694,AEDCGGIJ_02498,FPEEIIMM_02542,DEGACDFD_02436,MHALECEH_04572,OGHMHICF_03800,JLBILKMH_02533,MCHNEBJF_02533,HOLFJHIJ_04630,ALMEEEHM_02361,BFKKNDMN_03153,BOEGCKIF_04427,AONLONOO_01333,KAONMONA_04059,JBBCKIFO_00560,PCAPKKMB_02578,PJHHOHPP_04534,EGDJDACD_03432,DOCONFGL_03848,PNJFOIHC_02648
fdhD,fdhD,Sulfur carrier protein FdhD,PGEOLOLO_04949,MKEIHBDH_03252,AEDCGGIJ_05190,FPEEIIMM_00031,DEGACDFD_04999,MHALECEH_01878,OGHMHICF_01280,JLBILKMH_05214,MCHNEBJF_05219,HOLFJHIJ_02035,ALMEEEHM_04777,BFKKNDMN_00532,BOEGCKIF_02018,AONLONOO_03739,KAONMONA_01488,JBBCKIFO_03022,PCAPKKMB_00032,PJHHOHPP_01963,EGDJDACD_00903,DOCONFGL_01198,PNJFOIHC_00078
dsbD_1,dsbD_1,Thiol:disulfide interchange protein DsbD,PGEOLOLO_00259,MKEIHBDH_02922,AEDCGGIJ_00322,FPEEIIMM_00359,DEGACDFD_00259,MHALECEH_02197,OGHMHICF_01612,JLBILKMH_04878,MCHNEBJF_04883,HOLFJHIJ_02361,ALMEEEHM_04455,BFKKNDMN_00212,BOEGCKIF_02338,AONLONOO_03418,KAONMONA_01824,JBBCKIFO_02694,PCAPKKMB_00371,PJHHOHPP_02351,EGDJDACD_00571,DOCONFGL_00862,PNJFOIHC_00413
hemW,hemW,Heme chaperone HemW,PGEOLOLO_04128,MKEIHBDH_04061,AEDCGGIJ_04406,FPEEIIMM_04231,DEGACDFD_04195,MHALECEH_01033,OGHMHICF_00502,JLBILKMH_00808,MCHNEBJF_00808,HOLFJHIJ_01218,ALMEEEHM_00474,BFKKNDMN_01356,BOEGCKIF_01188,AONLONOO_04570,KAONMONA_00668,JBBCKIFO_03871,PCAPKKMB_04305,PJHHOHPP_01183,EGDJDACD_01716,DOCONFGL_02074,PNJFOIHC_04413
hrpA_2~~~hrpA_1~~~hrpA,hrpA_2;hrpA_1;hrpA,ATP-dependent RNA helicase HrpA,PGEOLOLO_02052,MKEIHBDH_00975,AEDCGGIJ_02235,FPEEIIMM_02271,DEGACDFD_02163,MHALECEH_04110,OGHMHICF_03514,JLBILKMH_02818,MCHNEBJF_02820,HOLFJHIJ_04350,ALMEEEHM_02074,BFKKNDMN_03440,BOEGCKIF_04138,AONLONOO_01621,KAONMONA_03773,JBBCKIFO_00854,PCAPKKMB_02308,PJHHOHPP_04270,EGDJDACD_03744;EGDJDACD_03743,DOCONFGL_04135,PNJFOIHC_02357
dinF,dinF,DNA damage-inducible protein F,PGEOLOLO_00169,MKEIHBDH_03014,AEDCGGIJ_00169,FPEEIIMM_00266,DEGACDFD_00169,MHALECEH_02106,OGHMHICF_01521,JLBILKMH_04970,MCHNEBJF_04975,HOLFJHIJ_02269,ALMEEEHM_04545,BFKKNDMN_00302,BOEGCKIF_02247,AONLONOO_03511,KAONMONA_01731,JBBCKIFO_02787,PCAPKKMB_00275,PJHHOHPP_02198,EGDJDACD_00664,DOCONFGL_00954,PNJFOIHC_00321
